Label,PreMoveLocation,PostMoveLocation,MoveYear,HousePurchaseYear,EffectivePurchaseYear,ChildcareMode,SchoolMode,FinalLiquidUSD,FinalNetWorthUSD,MinLiquidUSD,MinNetWorthUSD,EverNegativeLiquid
"China, Jingzhou -> Spain | move-2031 | rent-forever | parent | private","China, Jingzhou",Spain,2031.0,,,parent,private,23279519.795754638,23279519.795754638,565646.64,565646.64,False
Vietnam -> New Orleans area | move-2031 | buy-2034 | parent | private,Vietnam,New Orleans area,2031.0,2034.0,2034.0,parent,private,22909459.05277321,23277667.064336944,563434.68,563434.68,False
"China, Jingzhou -> Southern France | move-2031 | rent-forever | parent | private","China, Jingzhou",Southern France,2031.0,,,parent,private,23276708.359630644,23276708.359630644,565646.64,565646.64,False
Southern France -> Vietnam | move-2031 | buy-2034 | parent | private,Southern France,Vietnam,2031.0,2034.0,2034.0,parent,private,22784891.9097872,23272032.45993892,554511.36,554511.36,False
Vietnam -> Southern France | move-2031 | buy-2034 | parent | private,Vietnam,Southern France,2031.0,2034.0,2034.0,parent,private,22296977.52269918,23259934.451856256,563434.68,563434.68,False
Japan -> New Orleans area | move-2031 | rent-forever | parent | public,Japan,New Orleans area,2031.0,,,parent,public,23258574.914133552,23258574.914133552,561204.96,561204.96,False
"China, Jingzhou -> Miami area | move-2031 | rent-forever | daycare | public","China, Jingzhou",Miami area,2031.0,,,daycare,public,23255957.36139188,23255957.36139188,565646.64,565646.64,False
"Midwest (Kansas City) -> China, Jingzhou | move-2031 | buy-2034 | parent | private",Midwest (Kansas City),"China, Jingzhou",2031.0,2034.0,2034.0,parent,private,22808805.26919051,23251885.021455478,549984.0,549984.0,False
Midwest (Kansas City) -> Vietnam | move-2031 | rent-forever | parent | private,Midwest (Kansas City),Vietnam,2031.0,,,parent,private,23251385.597914614,23251385.597914614,549984.0,549984.0,False
New Orleans area -> Japan | move-2031 | rent-forever | parent | private,New Orleans area,Japan,2031.0,,,parent,private,23241006.446751595,23241006.446751595,545172.0,545172.0,False
Vietnam -> Spain | move-2031 | rent-forever | parent | private,Vietnam,Spain,2031.0,,,parent,private,23233506.567328695,23233506.567328695,563434.68,563434.68,False
Japan -> New Orleans area | move-2031 | buy-2034 | parent | private,Japan,New Orleans area,2031.0,2034.0,2034.0,parent,private,22863076.380534165,23231284.392097898,561204.96,561204.96,False
Vietnam -> Southern France | move-2031 | rent-forever | parent | private,Vietnam,Southern France,2031.0,,,parent,private,23230695.13120471,23230695.13120471,563434.68,563434.68,False
Spain -> New Orleans area | move-2031 | rent-forever | daycare | private,Spain,New Orleans area,2031.0,,,daycare,private,23217266.235683654,23217266.235683654,555067.32,555067.32,False
Japan -> Southern France | move-2031 | buy-2034 | parent | private,Japan,Southern France,2031.0,2034.0,2034.0,parent,private,22250594.85046013,23213551.779617205,561204.96,561204.96,False
Midwest (Kansas City) -> Spain | move-2031 | buy-2034 | parent | private,Midwest (Kansas City),Spain,2031.0,2034.0,2034.0,parent,private,22495554.634657558,23212253.953707844,549984.0,549984.0,False
Vietnam -> Miami area | move-2031 | rent-forever | daycare | public,Vietnam,Miami area,2031.0,,,daycare,public,23210369.913115535,23210369.913115535,563434.68,563434.68,False
Spain -> Japan | move-2031 | buy-2034 | parent | private,Spain,Japan,2031.0,2034.0,2034.0,parent,private,22414473.64518715,23201762.21381987,555067.32,555067.32,False
Southern France -> New Orleans area | move-2031 | rent-forever | daycare | private,Southern France,New Orleans area,2031.0,,,daycare,private,23193185.306645416,23193185.306645416,554511.36,554511.36,False
Southern France -> Japan | move-2031 | buy-2034 | parent | private,Southern France,Japan,2031.0,2034.0,2034.0,parent,private,22402908.55609165,23190197.12472437,554511.36,554511.36,False
Japan -> Spain | move-2031 | rent-forever | parent | private,Japan,Spain,2031.0,,,parent,private,23187123.895089656,23187123.895089656,561204.96,561204.96,False
Japan -> Southern France | move-2031 | rent-forever | parent | private,Japan,Southern France,2031.0,,,parent,private,23184312.458965667,23184312.458965667,561204.96,561204.96,False
Midwest (Kansas City) -> Vietnam | move-2031 | buy-2034 | parent | private,Midwest (Kansas City),Vietnam,2031.0,2034.0,2034.0,parent,private,22690713.692348167,23177854.242499888,549984.0,549984.0,False
Japan -> Miami area | move-2031 | rent-forever | daycare | public,Japan,Miami area,2031.0,,,daycare,public,23153727.586486176,23153727.586486176,561204.96,561204.96,False
"New Orleans area -> China, Jingzhou | move-2031 | buy-2034 | parent | private",New Orleans area,"China, Jingzhou",2031.0,2034.0,2034.0,parent,private,22708705.96577382,23151785.71803879,545172.0,545172.0,False
New Orleans area -> Vietnam | move-2031 | rent-forever | parent | private,New Orleans area,Vietnam,2031.0,,,parent,private,23151286.294497922,23151286.294497922,545172.0,545172.0,False
Spain -> New Orleans area | move-2031 | rent-forever | parent | public,Spain,New Orleans area,2031.0,,,parent,public,23130899.625558637,23130899.625558637,555067.32,555067.32,False
Southern France -> New Orleans area | move-2031 | rent-forever | parent | public,Southern France,New Orleans area,2031.0,,,parent,public,23119334.536463138,23119334.536463138,554511.36,554511.36,False
New Orleans area -> Spain | move-2031 | buy-2034 | parent | private,New Orleans area,Spain,2031.0,2034.0,2034.0,parent,private,22395455.33124087,23112154.650291156,545172.0,545172.0,False
"China, Jingzhou -> Midwest (Kansas City) | move-2031 | rent-forever | daycare | private","China, Jingzhou",Midwest (Kansas City),2031.0,,,daycare,private,23109218.799863786,23109218.799863786,565646.64,565646.64,False
Spain -> New Orleans area | move-2031 | buy-2034 | parent | private,Spain,New Orleans area,2031.0,2034.0,2034.0,parent,private,22735401.09195926,23103609.103522994,555067.32,555067.32,False
Midwest (Kansas City) -> Japan | move-2031 | buy-2034 | parent | private,Midwest (Kansas City),Japan,2031.0,2034.0,2034.0,parent,private,22308730.33865263,23096018.907285348,549984.0,549984.0,False
Southern France -> New Orleans area | move-2031 | buy-2034 | parent | private,Southern France,New Orleans area,2031.0,2034.0,2034.0,parent,private,22723836.002863757,23092044.01442749,554511.36,554511.36,False
Spain -> Southern France | move-2031 | buy-2034 | parent | private,Spain,Southern France,2031.0,2034.0,2034.0,parent,private,22122919.561885223,23085876.491042297,555067.32,555067.32,False
Midwest (Kansas City) -> New Orleans area | move-2031 | rent-forever | daycare | private,Midwest (Kansas City),New Orleans area,2031.0,,,daycare,private,23083286.667129483,23083286.667129483,549984.0,549984.0,False
New Orleans area -> Vietnam | move-2031 | buy-2034 | parent | private,New Orleans area,Vietnam,2031.0,2034.0,2034.0,parent,private,22590614.38893147,23077754.939083192,545172.0,545172.0,False
Southern France | no-move | buy-2034 | parent | private,Southern France,Southern France,,2034.0,2034.0,parent,private,22111354.472789716,23074311.40194679,554511.36,554511.36,False
Vietnam -> Midwest (Kansas City) | move-2031 | rent-forever | daycare | private,Vietnam,Midwest (Kansas City),2031.0,,,daycare,private,23063631.35158746,23063631.35158746,563434.68,563434.68,False
Spain | no-move | rent-forever | parent | private,Spain,Spain,,,,parent,private,23059448.606514744,23059448.606514744,555067.32,555067.32,False
Spain -> Southern France | move-2031 | rent-forever | parent | private,Spain,Southern France,2031.0,,,parent,private,23056637.170390747,23056637.170390747,555067.32,555067.32,False
"China, Jingzhou -> Bay Area | move-2031 | buy-2034 | daycare | public","China, Jingzhou",Bay Area,2031.0,2034.0,2034.0,daycare,public,20506689.939271443,23050604.63004546,565646.64,565646.64,False
Miami area | no-move | buy-2034 | parent | public,Miami area,Miami area,,2034.0,2034.0,parent,public,22029501.270381898,23048475.482697017,525126.24,525126.24,False
Southern France -> Spain | move-2031 | rent-forever | parent | private,Southern France,Spain,2031.0,,,parent,private,23047883.51741924,23047883.51741924,554511.36,554511.36,False
Southern France | no-move | rent-forever | parent | private,Southern France,Southern France,,,,parent,private,23045072.08129526,23045072.08129526,554511.36,554511.36,False
Midwest (Kansas City) -> New Orleans area | move-2031 | rent-forever | parent | public,Midwest (Kansas City),New Orleans area,2031.0,,,parent,public,23025156.31902411,23025156.31902411,549984.0,549984.0,False
Spain -> Miami area | move-2031 | rent-forever | daycare | public,Spain,Miami area,2031.0,,,daycare,public,23024447.01190761,23024447.01190761,555067.32,555067.32,False
Miami area -> Midwest (Kansas City) | move-2031 | buy-2034 | daycare | private,Miami area,Midwest (Kansas City),2031.0,2034.0,2034.0,daycare,private,22509191.668525234,23022745.7041681,525126.24,525126.24,False
Japan -> Midwest (Kansas City) | move-2031 | rent-forever | daycare | private,Japan,Midwest (Kansas City),2031.0,,,daycare,private,23006989.02495809,23006989.02495809,561204.96,561204.96,False
Vietnam -> Bay Area | move-2031 | buy-2034 | daycare | public,Vietnam,Bay Area,2031.0,2034.0,2034.0,daycare,public,20461102.490995105,23005017.18176912,563434.68,563434.68,False
Southern France -> Miami area | move-2031 | rent-forever | daycare | public,Southern France,Miami area,2031.0,,,daycare,public,23000366.082869373,23000366.082869373,554511.36,554511.36,False
Midwest (Kansas City) -> New Orleans area | move-2031 | buy-2034 | parent | private,Midwest (Kansas City),New Orleans area,2031.0,2034.0,2034.0,parent,private,22629657.785424728,22997865.79698846,549984.0,549984.0,False
New Orleans area -> Japan | move-2031 | buy-2034 | parent | private,New Orleans area,Japan,2031.0,2034.0,2034.0,parent,private,22208631.035235927,22995919.603868645,545172.0,545172.0,False
Midwest (Kansas City) -> Southern France | move-2031 | buy-2034 | parent | private,Midwest (Kansas City),Southern France,2031.0,2034.0,2034.0,parent,private,22017176.25535069,22980133.184507765,549984.0,549984.0,False
New Orleans area | no-move | rent-forever | daycare | private,New Orleans area,New Orleans area,,,,daycare,private,22961463.092117213,22961463.092117213,545172.0,545172.0,False
Midwest (Kansas City) -> Spain | move-2031 | rent-forever | parent | private,Midwest (Kansas City),Spain,2031.0,,,parent,private,22953705.29998021,22953705.29998021,549984.0,549984.0,False
Midwest (Kansas City) -> Southern France | move-2031 | rent-forever | parent | private,Midwest (Kansas City),Southern France,2031.0,,,parent,private,22950893.863856222,22950893.863856222,549984.0,549984.0,False
Japan -> Bay Area | move-2031 | buy-2034 | daycare | public,Japan,Bay Area,2031.0,2034.0,2034.0,daycare,public,20404460.164365742,22948374.85513976,561204.96,561204.96,False
New Orleans area | no-move | rent-forever | parent | public,New Orleans area,New Orleans area,,,,parent,public,22925057.015607405,22925057.015607405,545172.0,545172.0,False
"Miami area -> China, Jingzhou | move-2031 | rent-forever | parent | private",Miami area,"China, Jingzhou",2031.0,,,parent,private,22914202.383962885,22914202.383962885,525126.24,525126.24,False
Miami area -> Midwest (Kansas City) | move-2031 | rent-forever | parent | public,Miami area,Midwest (Kansas City),2031.0,,,parent,public,22898298.45298681,22898298.45298681,525126.24,525126.24,False
New Orleans area | no-move | buy-2034 | parent | private,New Orleans area,New Orleans area,,2034.0,2034.0,parent,private,22529558.482008033,22897766.493571766,545172.0,545172.0,False
Midwest (Kansas City) -> Miami area | move-2031 | rent-forever | daycare | public,Midwest (Kansas City),Miami area,2031.0,,,daycare,public,22890467.443353444,22890467.443353444,549984.0,549984.0,False
New Orleans area -> Southern France | move-2031 | buy-2034 | parent | private,New Orleans area,Southern France,2031.0,2034.0,2034.0,parent,private,21917076.951934,22880033.881091073,545172.0,545172.0,False
Spain -> Midwest (Kansas City) | move-2031 | rent-forever | daycare | private,Spain,Midwest (Kansas City),2031.0,,,daycare,private,22877708.450379528,22877708.450379528,555067.32,555067.32,False
Southern France -> Midwest (Kansas City) | move-2031 | rent-forever | daycare | private,Southern France,Midwest (Kansas City),2031.0,,,daycare,private,22853627.52134129,22853627.52134129,554511.36,554511.36,False
New Orleans area -> Spain | move-2031 | rent-forever | parent | private,New Orleans area,Spain,2031.0,,,parent,private,22853605.99656351,22853605.99656351,545172.0,545172.0,False
New Orleans area -> Southern France | move-2031 | rent-forever | parent | private,New Orleans area,Southern France,2031.0,,,parent,private,22850794.560439523,22850794.560439523,545172.0,545172.0,False
Bay Area -> Miami area | move-2031 | buy-2034 | parent | public,Bay Area,Miami area,2031.0,2034.0,2034.0,parent,public,21807373.177750107,22826347.390065227,514448.04000000004,514448.04000000004,False
Miami area -> Japan | move-2031 | rent-forever | parent | private,Miami area,Japan,2031.0,,,parent,private,22824014.216398664,22824014.216398664,525126.24,525126.24,False
Spain -> Bay Area | move-2031 | buy-2034 | daycare | public,Spain,Bay Area,2031.0,2034.0,2034.0,daycare,public,20275179.589787174,22819094.28056119,555067.32,555067.32,False
Southern France -> Bay Area | move-2031 | buy-2034 | daycare | public,Southern France,Bay Area,2031.0,2034.0,2034.0,daycare,public,20251098.660748947,22795013.351522963,554511.36,554511.36,False
New Orleans area -> Miami area | move-2031 | rent-forever | daycare | public,New Orleans area,Miami area,2031.0,,,daycare,public,22768643.868341174,22768643.868341174,545172.0,545172.0,False
Midwest (Kansas City) | no-move | rent-forever | daycare | private,Midwest (Kansas City),Midwest (Kansas City),,,,daycare,private,22743728.88182535,22743728.88182535,549984.0,549984.0,False
Bay Area -> Midwest (Kansas City) | move-2031 | buy-2034 | daycare | private,Bay Area,Midwest (Kansas City),2031.0,2034.0,2034.0,daycare,private,22229749.47467688,22743303.510319747,514448.04000000004,514448.04000000004,False
"Miami area -> China, Jingzhou | move-2031 | buy-2034 | parent | private",Miami area,"China, Jingzhou",2031.0,2034.0,2034.0,parent,private,22291713.735420886,22734793.487685855,525126.24,525126.24,False
Miami area -> Vietnam | move-2031 | rent-forever | parent | private,Miami area,Vietnam,2031.0,,,parent,private,22734294.064144988,22734294.064144988,525126.24,525126.24,False
Miami area -> Spain | move-2031 | buy-2034 | parent | private,Miami area,Spain,2031.0,2034.0,2034.0,parent,private,21978463.100887936,22695162.41993822,525126.24,525126.24,False
"Bay Area -> China, Jingzhou | move-2031 | rent-forever | parent | private",Bay Area,"China, Jingzhou",2031.0,,,parent,private,22692074.291331094,22692074.291331094,514448.04000000004,514448.04000000004,False
Midwest (Kansas City) -> Bay Area | move-2031 | buy-2034 | daycare | public,Midwest (Kansas City),Bay Area,2031.0,2034.0,2034.0,daycare,public,20141200.02123301,22685114.712007027,549984.0,549984.0,False
Bay Area -> Midwest (Kansas City) | move-2031 | rent-forever | parent | public,Bay Area,Midwest (Kansas City),2031.0,,,parent,public,22676170.360355023,22676170.360355023,514448.04000000004,514448.04000000004,False
